set,repo,method,path,operationId,gt_class,pred,rule,evidence,summary
holdout2,pagerduty,GET,/enrichment/integrations/servicenow/credentials/{credentials_id},getServiceNowCredentials,r,r,locked,,Get ServiceNow credentials
holdout2,pagerduty,DELETE,/enrichment/integrations/servicenow/{integration_id}/tables/{table_id},deleteServiceNowTable,w,w,floor,,Remove a CMDB table
holdout2,pagerduty,GET,/enrichment/schemas,listEnrichmentSchemas,r,r,locked,,List enrichment schemas
holdout2,pagerduty,GET,/enrichment/schemas/{schema_id}/records,listEnrichmentRecords,r,r,locked,,List enrichment records
holdout2,pagerduty,DELETE,/escalation_policies/{id},deleteEscalationPolicy,w,w,floor,,Delete an escalation policy
holdout2,pagerduty,POST,/event_orchestrations,postOrchestration,x,x,floor,,Create an Orchestration
holdout2,pagerduty,GET,/event_orchestrations/services/{service_id}/cache_variables,listCacheVarOnServiceOrch,r,r,locked,,List Cache Variables for a Service Event Orchestration
holdout2,pagerduty,DELETE,/event_orchestrations/services/{service_id}/cache_variables/{cache_variable_id}/data,deleteExternalDataCacheVarDataOnServiceOrch,w,w,floor,,Delete Data for an External Data Cache Variable on a Service Event Orchestration
holdout2,pagerduty,PUT,/event_orchestrations/{id},updateOrchestration,w,w,floor,,Update an Orchestration
holdout2,pagerduty,PUT,/event_orchestrations/{id}/cache_variables/{cache_variable_id},updateCacheVarOnGlobalOrch,w,w,floor,,Update a Cache Variable for a Global Event Orchestration
holdout2,pagerduty,PUT,/event_orchestrations/{id}/enablements/{feature_name},updateEventOrchestrationFeatureEnablements,w,w,floor,,Update an Enablement for an Event Orchestration
holdout2,pagerduty,POST,/event_orchestrations/{id}/integrations/migration,migrateOrchestrationIntegration,w,x,floor,,Migrate an Integration from one Event Orchestration to another
holdout2,pagerduty,PUT,/event_orchestrations/{id}/router,updateOrchPathRouter,w,w,floor,,Update the Router for an Event Orchestration
holdout2,pagerduty,GET,/extensions,listExtensions,r,r,locked,,List extensions
holdout2,pagerduty,POST,/extensions/{id}/enable,enableExtension,w,x,floor,,Enable an extension
holdout2,pagerduty,GET,/incident_workflows/triggers,listIncidentWorkflowTriggers,r,r,locked,,List Triggers
holdout2,pagerduty,POST,/incident_workflows/triggers/{id}/services,associateServiceToIncidentWorkflowTrigger,w,x,live-verb,opid:trigger,Associate a Trigger and Service
holdout2,pagerduty,POST,/incident_workflows/{id}/instances,createIncidentWorkflowInstance,x,x,live-verb,summary:start,Start an Incident Workflow Instance
holdout2,pagerduty,POST,/incidents/custom_fields,createCustomFieldsField,x,x,floor,,Create a Field
holdout2,pagerduty,POST,/incidents/custom_fields/{field_id}/field_options,createCustomFieldsFieldOption,x,x,floor,,Create a Field Option
holdout2,pagerduty,GET,/incidents/types/{type_id_or_name},getIncidentType,r,r,locked,,Get an Incident Type
holdout2,pagerduty,GET,/incidents/types/{type_id_or_name}/custom_fields/{field_id},getIncidentTypeCustomField,r,r,locked,,Get an Incident Type Custom Field
holdout2,pagerduty,GET,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},getIncidentTypeCustomFieldFieldOptions,r,r,locked,,Get a Field Option on a Custom Field
holdout2,pagerduty,PUT,/incidents/{id}/alerts,updateIncidentAlerts,w,w,floor,,Manage alerts
holdout2,pagerduty,GET,/incidents/{id}/custom_fields/values,getIncidentFieldValues,r,r,locked,,Get Custom Field Values
holdout2,pagerduty,POST,/incidents/{id}/notes,createIncidentNote,x,x,floor,,Create a note on an incident
holdout2,pagerduty,GET,/incidents/{id}/related_change_events,listIncidentRelatedChangeEvents,r,r,locked,,List related Change Events for an Incident
holdout2,pagerduty,POST,/incidents/{id}/status_updates,createIncidentStatusUpdate,x,x,floor,,Create a status update on an incident
holdout2,pagerduty,POST,/ip_allow_lists,createIpAllowList,x,x,floor,,Create an IP allow list
holdout2,pagerduty,GET,/license_allocations,listLicenseAllocations,r,r,locked,,List License Allocations
holdout2,pagerduty,GET,/maintenance_windows,listMaintenanceWindows,r,r,locked,,List maintenance windows
holdout2,pagerduty,GET,/notifications,listNotifications,r,r,locked,,List notifications
holdout2,pagerduty,GET,/paused_incident_reports/counts,getPausedIncidentReportCounts,r,r,locked,,Get Paused Incident Reporting counts
holdout2,pagerduty,POST,/recommendations/event_orchestrations/services/{service_id}/rules/{recommendation_id}/dismiss,dismissRecommendedRule,w,x,floor,,Dismiss a recommended rule
holdout2,pagerduty,PUT,/rulesets/{id},updateRuleset,w,w,floor,,Update a Ruleset
holdout2,pagerduty,PUT,/rulesets/{id}/rules/{rule_id},updateRulesetEventRule,w,w,floor,,Update an Event Rule
holdout2,pagerduty,GET,/schedules/{id},getSchedule,r,r,locked,,Get a schedule
holdout2,pagerduty,DELETE,/schedules/{id}/overrides/{override_id},deleteScheduleOverride,w,w,floor,,Delete an override
holdout2,pagerduty,GET,/service_dependencies/technical_services/{id},getTechnicalServiceServiceDependencies,r,r,locked,,Get technical service dependencies
holdout2,pagerduty,DELETE,/services/custom_fields/{field_id},deleteServiceCustomField,w,w,floor,,Delete a Field
holdout2,pagerduty,DELETE,/services/custom_fields/{field_id}/field_options/{field_option_id},deleteServiceCustomFieldOption,w,w,floor,,Delete a Field Option
holdout2,pagerduty,PUT,/services/{id},updateService,w,w,floor,,Update a service
holdout2,pagerduty,GET,/services/{id}/enablements,listServiceFeatureEnablements,r,r,locked,,Get Enablements for a Service
holdout2,pagerduty,GET,/services/{id}/rules,listServiceEventRules,r,r,locked,,List Service's Event Rules
holdout2,pagerduty,PUT,/services/{id}/rules/{rule_id},updateServiceEventRule,w,w,floor,,Update an Event Rule on a Service
holdout2,pagerduty,DELETE,/sre_agent/memories/{id},deleteSreMemory,w,w,floor,,Delete an SRE Agent memory
holdout2,pagerduty,PUT,/standards/{id},updateStandard,w,w,floor,,Update a standard
holdout2,pagerduty,GET,/status_dashboards/{id}/service_impacts,getStatusDashboardServiceImpactsById,r,r,locked,,Get impacted Business Services for a Status Dashboard by `id`.
holdout2,pagerduty,POST,/status_pages/{id}/posts,createStatusPagePost,x,x,floor,,Create a Status Page Post
holdout2,pagerduty,POST,/status_pages/{id}/posts/{post_id}/post_updates,createStatusPagePostUpdate,x,x,floor,,Create a Status Page Post Update
holdout2,pagerduty,GET,/status_pages/{id}/posts/{post_id}/postmortem,getPostmortem,r,r,locked,,Get a Post Postmortem
holdout2,pagerduty,GET,/status_pages/{id}/severities/{severity_id},getStatusPageSeverity,r,r,locked,,Get a Status Page Severity
holdout2,pagerduty,DELETE,/status_pages/{id}/subscriptions/{subscription_id},deleteStatusPageSubscription,w,w,floor,,Delete a Status Page Subscription
holdout2,pagerduty,GET,/tags/{id},getTag,r,r,locked,,Get a tag
holdout2,pagerduty,GET,/teams/{id},getTeam,r,r,locked,,Get a team
holdout2,pagerduty,GET,/teams/{id}/members,listTeamUsers,r,r,locked,,List members of a team
holdout2,pagerduty,PUT,/teams/{id}/users/{user_id},updateTeamUser,w,x,party-noun,summary:user,Add a user to a team
holdout2,pagerduty,GET,/templates/{id},getTemplate,r,r,locked,,Get a template
holdout2,pagerduty,GET,/users/me,getCurrentUser,r,r,locked,,Get the current user
holdout2,pagerduty,GET,/users/{id}/contact_methods,getUserContactMethods,r,r,locked,,List a user's contact methods
holdout2,pagerduty,GET,/users/{id}/license,getUserLicense,r,r,locked,,Get the License allocated to a User
holdout2,pagerduty,PUT,/users/{id}/notification_rules/{notification_rule_id},updateUserNotificationRule,w,w,floor,,Update a user's notification rule
holdout2,pagerduty,GET,/users/{id}/oauth_delegations/{delegation_id},getUserDelegation,r,r,locked,,Get a user's delegation
holdout2,pagerduty,PUT,/users/{id}/oncall_handoff_notification_rules/{oncall_handoff_notification_rule_id},updateUserHandoffNotification,w,w,floor,,Update a User's Handoff Notification Rule
holdout2,pagerduty,GET,/users/{id}/sessions/{type}/{session_id},getUserSession,r,r,locked,,Get a user's session
holdout2,pagerduty,PUT,/users/{id}/status_update_notification_rules/{status_update_notification_rule_id},updateUserStatusUpdateNotificationRule,w,w,floor,,Update a user's status update notification rule
holdout2,pagerduty,PUT,/v3/schedules/{id},updateScheduleV3,w,w,floor,,Update a schedule
holdout2,pagerduty,GET,/v3/schedules/{id}/custom_shifts/{custom_shift_id},getCustomShift,r,r,locked,,Get a custom shift
holdout2,pagerduty,GET,/v3/schedules/{id}/overrides/{override_id},getOverride,r,r,locked,,Get an override
holdout2,pagerduty,GET,/v3/schedules/{id}/rotations/{rotation_id},getRotation,r,r,locked,,Get a rotation
holdout2,pagerduty,PUT,/v3/schedules/{id}/rotations/{rotation_id}/events/{event_id},updateEvent,w,w,floor,,Update an event
holdout2,pagerduty,GET,/webhook_subscriptions/oauth_clients,listOauthClients,r,r,locked,,List OAuth clients
holdout2,pagerduty,DELETE,/webhook_subscriptions/{id},deleteWebhookSubscription,w,x,party-noun,opid-token:webhook,Delete a webhook subscription
holdout2,pagerduty,GET,/workflows/integrations,listWorkflowIntegrations,r,r,locked,,List Workflow Integrations
holdout2,pagerduty,DELETE,/workflows/integrations/{integration_id}/connections/{id},deleteWorkflowIntegrationConnection,w,w,floor,,Delete Workflow Integration Connection
holdout2,adyen,POST,/applePay/sessions,post-applePay-sessions,x,x,live-verb,opid:pay,Get an Apple Pay session
holdout2,adyen,POST,/cancels,post-cancels,x,x,live-verb,summary:cancel,Cancel an authorised payment
holdout2,adyen,POST,/cardDetails,post-cardDetails,r,x,floor,,Get the brands and other details of a card
holdout2,adyen,POST,/donationCampaigns,post-donationCampaigns,r,x,floor,,Get a list of donation campaigns.
holdout2,adyen,POST,/donations,post-donations,x,x,floor,,Make a donation
holdout2,adyen,POST,/forward,post-forward,x,x,floor,,Forward stored payment details
holdout2,adyen,POST,/orders,post-orders,x,x,floor,,Create an order
holdout2,adyen,POST,/orders/cancel,post-orders-cancel,x,x,live-verb,opid:cancel,Cancel an order
holdout2,adyen,POST,/originKeys,post-originKeys,r,x,floor,,Create originKey values for domains
holdout2,adyen,POST,/paymentLinks,post-paymentLinks,x,x,floor,,Create a payment link
holdout2,adyen,GET,/paymentLinks/{linkId},get-paymentLinks-linkId,r,r,locked,,Get a payment link
holdout2,adyen,PATCH,/paymentLinks/{linkId},patch-paymentLinks-linkId,w,x,floor,,Update the status of a payment link
holdout2,adyen,POST,/paymentMethods,post-paymentMethods,r,x,floor,,Get a list of available payment methods
holdout2,adyen,POST,/paymentMethods/balance,post-paymentMethods-balance,r,x,floor,,Get the balance of a gift card
holdout2,adyen,POST,/payments,post-payments,x,x,live-verb,summary:start,Start a transaction
holdout2,adyen,POST,/payments/details,post-payments-details,x,x,live-verb,summary:submit,Submit details for a payment
holdout2,adyen,POST,/payments/{paymentPspReference}/amountUpdates,post-payments-paymentPspReference-amountUpdates,x,x,floor,,Update an authorised amount
holdout2,adyen,POST,/payments/{paymentPspReference}/cancels,post-payments-paymentPspReference-cancels,x,x,live-verb,summary:cancel,Cancel an authorised payment
holdout2,adyen,POST,/payments/{paymentPspReference}/captures,post-payments-paymentPspReference-captures,x,x,floor,,Capture an authorised payment
holdout2,adyen,POST,/payments/{paymentPspReference}/refunds,post-payments-paymentPspReference-refunds,x,x,live-verb,summary:refund,Refund a captured payment
holdout2,adyen,POST,/payments/{paymentPspReference}/reversals,post-payments-paymentPspReference-reversals,x,x,live-verb,summary:refund,Refund or cancel a payment
holdout2,adyen,POST,/paypal/updateOrder,post-paypal-updateOrder,x,x,floor,,Updates the order for PayPal Express Checkout
holdout2,adyen,POST,/sessions,post-sessions,x,x,floor,,Create a payment session
holdout2,adyen,GET,/sessions/{sessionId},get-sessions-sessionId,r,r,locked,,Get the result of a payment session
holdout2,adyen,GET,/storedPaymentMethods,get-storedPaymentMethods,r,r,locked,,Get tokens for stored payment details
holdout2,adyen,POST,/storedPaymentMethods,post-storedPaymentMethods,x,x,floor,,Create a token to store payment details
holdout2,adyen,DELETE,/storedPaymentMethods/{storedPaymentMethodId},delete-storedPaymentMethods-storedPaymentMethodId,w,x,party-noun,summary:token,Delete a token for stored payment details
holdout2,adyen,POST,/validateShopperId,post-validateShopperId,r,x,floor,,Validates shopper Id
holdout3,discord,GET,/applications/@me,get_my_application,r,r,locked,,
holdout3,discord,PATCH,/applications/{application_id},update_application,w,x,no-text,no-text,
holdout3,discord,GET,/applications/{application_id}/commands,list_application_commands,r,r,locked,,
holdout3,discord,DELETE,/applications/{application_id}/commands/{command_id},delete_application_command,w,x,no-text,no-text,
holdout3,discord,GET,/applications/{application_id}/emojis,list_application_emojis,r,r,locked,,
holdout3,discord,GET,/applications/{application_id}/emojis/{emoji_id},get_application_emoji,r,r,locked,,
holdout3,discord,POST,/applications/{application_id}/entitlements,create_entitlement,x,x,floor,,
holdout3,discord,POST,/applications/{application_id}/entitlements/{entitlement_id}/consume,consume_entitlement,w,x,floor,,
holdout3,discord,PUT,/applications/{application_id}/guilds/{guild_id}/commands,bulk_set_guild_application_commands,w,x,party-noun,opid-token:guild,
holdout3,discord,GET,/applications/{application_id}/guilds/{guild_id}/commands/{command_id},get_guild_application_command,r,r,locked,,
holdout3,discord,PUT,/applications/{application_id}/guilds/{guild_id}/commands/{command_id}/permissions,set_guild_application_command_permissions,x,x,party-noun,opid:permission,
holdout3,discord,DELETE,/channels/{channel_id},delete_channel,x,x,party-noun,opid-token:channel,
holdout3,discord,POST,/channels/{channel_id}/followers,follow_channel,x,x,floor,,
holdout3,discord,GET,/channels/{channel_id}/messages,list_messages,r,r,locked,,
holdout3,discord,GET,/channels/{channel_id}/messages/pins,list_pins,r,r,locked,,
holdout3,discord,DELETE,/channels/{channel_id}/messages/{message_id},delete_message,x,x,party-noun,opid-token:message,
holdout3,discord,POST,/channels/{channel_id}/messages/{message_id}/crosspost,crosspost_message,x,x,floor,,
holdout3,discord,GET,/channels/{channel_id}/messages/{message_id}/reactions/{emoji_name},list_message_reactions_by_emoji,r,r,locked,,
holdout3,discord,DELETE,/channels/{channel_id}/messages/{message_id}/reactions/{emoji_name}/{user_id},delete_user_message_reaction,x,x,party-noun,opid:reaction,
holdout3,discord,PUT,/channels/{channel_id}/permissions/{overwrite_id},set_channel_permission_overwrite,x,x,party-noun,opid:overwrite,
holdout3,discord,PUT,/channels/{channel_id}/pins/{message_id},deprecated_create_pin,x,x,party-noun,opid:pin,
holdout3,discord,DELETE,/channels/{channel_id}/recipients/{user_id},delete_group_dm_user,x,x,party-noun,opid:user,
holdout3,discord,GET,/channels/{channel_id}/thread-members,list_thread_members,r,r,locked,,
holdout3,discord,DELETE,/channels/{channel_id}/thread-members/{user_id},delete_thread_member,x,x,party-noun,opid:member,
holdout3,discord,POST,/channels/{channel_id}/threads,create_thread,x,x,floor,,
holdout3,discord,GET,/channels/{channel_id}/threads/search,thread_search,r,r,locked,,
holdout3,discord,PUT,/channels/{channel_id}/voice-status,update_voice_channel_status,w,x,party-noun,opid:channel,
holdout3,discord,GET,/gateway,get_gateway,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id},get_guild,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/auto-moderation/rules,list_auto_moderation_rules,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/auto-moderation/rules/{rule_id},get_auto_moderation_rule,r,r,locked,,
holdout3,discord,DELETE,/guilds/{guild_id}/bans/{user_id},unban_user_from_guild,x,x,party-noun,opid:guild,
holdout3,discord,POST,/guilds/{guild_id}/bulk-ban,bulk_ban_users_from_guild,x,x,floor,,
holdout3,discord,POST,/guilds/{guild_id}/channels,create_guild_channel,x,x,floor,,
holdout3,discord,DELETE,/guilds/{guild_id}/emojis/{emoji_id},delete_guild_emoji,x,x,party-noun,opid:emoji,
holdout3,discord,PUT,/guilds/{guild_id}/incident-actions,update_guild_incident_actions,x,x,party-noun,opid-token:guild,
holdout3,discord,GET,/guilds/{guild_id}/invites,list_guild_invites,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/members/search,search_guild_members,r,r,locked,,
holdout3,discord,PATCH,/guilds/{guild_id}/members/{user_id},update_guild_member,x,x,party-noun,opid:member,
holdout3,discord,PUT,/guilds/{guild_id}/members/{user_id}/roles/{role_id},add_guild_member_role,x,x,party-noun,opid:role,
holdout3,discord,GET,/guilds/{guild_id}/onboarding,get_guilds_onboarding,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/prune,preview_prune_guild,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/requests,get_guild_join_requests,r,r,locked,,
holdout3,discord,PATCH,/guilds/{guild_id}/roles,bulk_update_guild_roles,x,x,party-noun,opid-token:guild,
holdout3,discord,DELETE,/guilds/{guild_id}/roles/{role_id},delete_guild_role,x,x,party-noun,opid:role,
holdout3,discord,GET,/guilds/{guild_id}/scheduled-events,list_guild_scheduled_events,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/scheduled-events/{guild_scheduled_event_id},get_guild_scheduled_event,r,r,locked,,
holdout3,discord,DELETE,/guilds/{guild_id}/scheduled-events/{guild_scheduled_event_id}/exceptions/{exception_id},delete_guild_scheduled_event_exception,w,x,party-noun,opid-token:guild,
holdout3,discord,GET,/guilds/{guild_id}/scheduled-events/{guild_scheduled_event_id}/users/counts,count_guild_scheduled_event_users,r,r,locked,,
holdout3,discord,POST,/guilds/{guild_id}/soundboard-sounds,create_guild_soundboard_sound,x,x,floor,,
holdout3,discord,PATCH,/guilds/{guild_id}/soundboard-sounds/{sound_id},update_guild_soundboard_sound,w,x,party-noun,opid-token:guild,
holdout3,discord,DELETE,/guilds/{guild_id}/stickers/{sticker_id},delete_guild_sticker,x,x,party-noun,opid:sticker,
holdout3,discord,GET,/guilds/{guild_id}/templates,list_guild_templates,r,r,locked,,
holdout3,discord,PATCH,/guilds/{guild_id}/templates/{code},update_guild_template,w,x,party-noun,opid-token:guild,
holdout3,discord,GET,/guilds/{guild_id}/vanity-url,get_guild_vanity_url,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/voice-states/{user_id},get_voice_state,r,r,locked,,
holdout3,discord,GET,/guilds/{guild_id}/welcome-screen,get_guild_welcome_screen,r,r,locked,,
holdout3,discord,PATCH,/guilds/{guild_id}/widget,update_guild_widget_settings,w,x,party-noun,opid-token:guild,
holdout3,discord,POST,/interactions/{interaction_id}/{interaction_token}/callback,create_interaction_response,x,x,floor,,
holdout3,discord,GET,/invites/{code}/target-users,get_invite_target_users,r,r,locked,,
holdout3,discord,POST,/lobbies,create_lobby,x,x,floor,,
holdout3,discord,GET,/lobbies/{lobby_id},get_lobby,r,r,locked,,
holdout3,discord,DELETE,/lobbies/{lobby_id}/members/@me,leave_lobby,w,x,no-text,no-text,
holdout3,discord,DELETE,/lobbies/{lobby_id}/members/{user_id},delete_lobby_member,x,x,party-noun,opid:member,
holdout3,discord,GET,/lobbies/{lobby_id}/messages,get_lobby_messages,r,r,locked,,
holdout3,discord,GET,/oauth2/@me,get_my_oauth2_authorization,r,r,locked,,
holdout3,discord,GET,/oauth2/userinfo,get_openid_connect_userinfo,r,r,locked,,
holdout3,discord,POST,/partner-sdk/provisional-accounts/unmerge/bot,bot_partner_sdk_unmerge_provisional_account,w,x,floor,,
holdout3,discord,GET,/skus/{sku_id}/subscriptions,get_sku_subscriptions,r,r,locked,,
holdout3,discord,POST,/stage-instances,create_stage_instance,x,x,floor,,
holdout3,discord,PATCH,/stage-instances/{channel_id},update_stage_instance,x,x,no-text,no-text,
holdout3,discord,GET,/stickers/{sticker_id},get_sticker,r,r,locked,,
holdout3,discord,GET,/users/@me/applications/{application_id}/entitlements,get_current_user_application_entitlements,r,r,locked,,
holdout3,discord,PUT,/users/@me/applications/{application_id}/role-connection,update_application_user_role_connection,w,x,no-text,no-text,
holdout3,discord,GET,/users/@me/guilds,list_my_guilds,r,r,locked,,
holdout3,discord,GET,/users/{user_id},get_user,r,r,locked,,
holdout3,discord,GET,/webhooks/{webhook_id},get_webhook,r,r,locked,,
holdout3,discord,GET,/webhooks/{webhook_id}/{webhook_token},get_webhook_by_token,r,r,locked,,
holdout3,discord,POST,/webhooks/{webhook_id}/{webhook_token}/github,execute_github_compatible_webhook,x,x,live-verb,opid:execute,
holdout3,discord,PATCH,/webhooks/{webhook_id}/{webhook_token}/messages/@original,update_original_webhook_message,x,x,party-noun,opid:message,
holdout3,discord,PATCH,/webhooks/{webhook_id}/{webhook_token}/messages/{message_id},update_webhook_message,x,x,party-noun,opid:message,
holdout3,sentry,GET,/api/0/organizations/,listOrganizations,r,r,locked,,List Your Organizations
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/agents/conversations/,listOrganizationAIConversations,r,r,locked,,List an Organization's AI Conversations
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/dashboards/,listOrganizationDashboards,r,r,locked,,List an Organization's Custom Dashboards
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/dashboards/{dashboard_id}/,getOrganizationDashboard,r,r,locked,,Retrieve an Organization's Custom Dashboard
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/detectors/,listOrganizationDetectors,r,r,locked,,Fetch an Organization's Monitors
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/detectors/{detector_id}/,getOrganizationDetector,r,r,locked,,Fetch a Monitor
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/discover/saved/,createOrganizationDiscoverSavedQuery,x,x,floor,,Create a New Saved Query
holdout3,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/discover/saved/{query_id}/,updateOrganizationDiscoverSavedQuery,w,w,floor,,Edit an Organization's Discover Saved Query
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/events-timeseries/,listOrganizationEventsTimeseries,r,r,locked,,Query Explore Events in Timeseries Format
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/external-users/{external_user_id}/,deleteOrganizationExternalUser,x,x,party-noun,summary:user,Delete an External User
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/forwarding/,createOrganizationForwarding,x,x,floor,,Create a Data Forwarder for an Organization
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/group-search-views/,listOrganizationIssueViews,r,r,locked,,List Issue Views
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/integrations/{integration_id}/,deleteOrganizationIntegration,w,w,floor,,Delete an Integration for an Organization
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/issues/,listOrganizationIssues,r,r,locked,,List an Organization's Issues
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/issues/{issue_id}/,getOrganizationIssue,r,r,locked,,Retrieve an Issue
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/issues/{issue_id}/autofix/,startOrganizationIssueAutofix,x,x,live-verb,opid:start,Start Seer Issue Fix
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/issues/{issue_id}/external-issues/,listOrganizationIssueExternalIssues,r,r,locked,,Retrieve custom integration issue links for the given Sentry issue
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/issues/{issue_id}/integrations/{integration_id}/,Retrieve an Integration's Issue Config for an Issue,r,r,locked,,
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/issues/{issue_id}/tags/{key}/,getOrganizationIssueTag,r,r,locked,,Retrieve Tag Details
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/members/,addOrganizationMember,x,x,floor,,Add a Member to an Organization
holdout3,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/members/{member_id}/,updateOrganizationMember,x,x,party-noun,opid:member,Update an Organization Member's Roles
holdout3,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/members/{member_id}/teams/{team_id_or_slug}/,updateOrganizationMemberTeam,x,x,party-noun,summary:role,Update an Organization Member's Team Role
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/monitors/{monitor_id_or_slug}/,deleteOrganizationMonitor,w,w,floor,,Delete a Monitor or Monitor Environments
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/monitors/{monitor_id_or_slug}/checkins/,listOrganizationMonitorCheckins,r,r,locked,,Retrieve Check-Ins for a Monitor
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/notifications/actions/{action_id}/,deleteOrganizationNotificationsAction,w,w,floor,,Delete a Spike Protection Notification Action
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/preprodartifacts/snapshots/latest-base/,getOrganizationPreprodArtifactSnapshotLatestBase,r,r,locked,,Retrieve latest base Snapshot
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/preprodartifacts/snapshots/{snapshot_id}/images/{image_identifier}/,getOrganizationPreprodArtifactSnapshotImage,r,r,locked,,Retrieve Snapshot image detail
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/profiling/chunks/,listOrganizationProfilingChunks,r,r,locked,,Retrieve Profile Chunks for an Organization
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/projects/,listOrganizationProjects,r,r,locked,,List an Organization's Projects
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/relay_usage/,listOrganizationRelayUsage,r,r,locked,,List an Organization's trusted Relays
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/releases/,createOrganizationRelease,w,x,floor,,Create a New Release for an Organization
holdout3,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/releases/{version}/,updateOrganizationRelease,w,w,floor,,Update an Organization's Release
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/releases/{version}/deploys/,listOrganizationReleaseDeploys,r,r,locked,,List a Release's Deploys
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/releases/{version}/files/,uploadOrganizationReleaseFile,x,x,floor,,Upload a New Organization Release File
holdout3,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/releases/{version}/files/{file_id}/,updateOrganizationReleaseFile,w,w,floor,,Update an Organization Release File
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/replays/,listOrganizationReplays,r,r,locked,,List an Organization's Replays
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/repos/{repo_id}/commits/,listOrganizationRepoCommits,r,r,locked,,List a Repository's Commits
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/scim/v2/Groups/{team_id_or_slug},deleteOrganizationScimV2Group,x,x,party-noun,summary:team,Delete an Individual Team
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/scim/v2/Users,listOrganizationScimV2Users,r,r,locked,,List an Organization's SCIM Members
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/scim/v2/Users/{member_id},getOrganizationScimV2User,r,r,locked,,Query an Individual Organization Member
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/sentry-apps/,listOrganizationSentryApps,r,r,locked,,Retrieve the custom integrations created by an organization
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/spike-protections/,Disable Spike Protection,w,w,floor,,
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/stats_v2/,listOrganizationStatsV2,r,r,locked,,Retrieve Event Counts for an Organization (v2)
holdout3,sentry,POST,/api/0/organizations/{organization_id_or_slug}/teams/,createOrganizationTeam,x,x,floor,,Create a New Team
holdout3,sentry,GET,/api/0/organizations/{organization_id_or_slug}/trace-meta/{trace_id}/,getOrganizationTraceMeta,r,r,locked,,Retrieve Trace Metadata
holdout3,sentry,DELETE,/api/0/organizations/{organization_id_or_slug}/workflows/,deleteOrganizationWorkflows,w,w,floor,,Bulk Delete Alerts
holdout3,sentry,PUT,/api/0/organizations/{organization_id_or_slug}/workflows/,updateOrganizationWorkflows,w,w,floor,,Mutate an Organization's Alerts
