set,repo,path,method,operationId,gt_class,pred,confidence,status,evidence
holdout2,box,/integration_mappings/teams/{integration_mapping_id},PUT,put_integration_mappings_teams_id,w,w,0,review,
holdout2,box,/legal_hold_policies,GET,get_legal_hold_policies,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/legal_hold_policies/{legal_hold_policy_id},GET,get_legal_hold_policies_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/legal_hold_policy_assignments,POST,post_legal_hold_policy_assignments,x,x,0,review,
holdout2,box,/legal_hold_policy_assignments/{legal_hold_policy_assignment_id}/file_versions_on_hold,GET,get_legal_hold_policy_assignments_id_file_versions_on_hold,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/metadata_cascade_policies,POST,post_metadata_cascade_policies,x,x,0.4,review,corpus:metadata->lower:r:shareGet=1.000
holdout2,box,/metadata_cascade_policies/{metadata_cascade_policy_id}/apply,POST,post_metadata_cascade_policies_id_apply,w,x,0.4,review,corpus:metadata->lower:r:shareGet=1.000
holdout2,box,/metadata_taxonomies/{namespace},GET,get_metadata_taxonomies_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/metadata_taxonomies/{namespace}/{taxonomy_key},PATCH,patch_metadata_taxonomies_id_id,w,x,0.4,review,corpus:metadata->lower:r:shareGet=1.000
holdout2,box,/metadata_taxonomies/{namespace}/{taxonomy_key}/levels:append,POST,post_metadata_taxonomies_id_id_levels:append,x,x,0.4,review,corpus:metadata->lower:r:shareGet=1.000
holdout2,box,/metadata_taxonomies/{namespace}/{taxonomy_key}/nodes,POST,post_metadata_taxonomies_id_id_nodes,x,x,0.4,review,corpus:metadata->lower:r:shareGet=1.000
holdout2,box,/metadata_taxonomies/{namespace}/{taxonomy_key}/nodes/{node_id},PATCH,patch_metadata_taxonomies_id_id_nodes_id,w,x,0.4,review,corpus:metadata->lower:r:shareGet=1.000
holdout2,box,/metadata_templates/enterprise/securityClassification-6VMVochwUWo/schema,GET,get_metadata_templates_enterprise_securityClassification-6VMVochwUWo_schema,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/metadata_templates/global,GET,get_metadata_templates_global,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/metadata_templates/{namespace}/{template_key}/fields/{field_key}/options,GET,get_metadata_templates_id_id_fields_id_options,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/metadata_templates/{scope}/{template_key}/schema,PUT,put_metadata_templates_id_id_schema,w,w,0,review,
holdout2,box,/oauth2/token,POST,post_oauth2_token,x,x,0,review,
holdout2,box,/retention_policies,GET,get_retention_policies,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/retention_policies/{retention_policy_id},GET,get_retention_policies_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/retention_policy_assignments,POST,post_retention_policy_assignments,x,x,0,review,
holdout2,box,/retention_policy_assignments/{retention_policy_assignment_id}/file_versions_under_retention,GET,get_retention_policy_assignments_id_file_versions_under_retention,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/shared_items,GET,get_shared_items,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/shared_items#web_links,GET,get_shared_items#web_links,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/shield_information_barrier_reports/{shield_information_barrier_report_id},GET,get_shield_information_barrier_reports_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/shield_information_barrier_segment_members/{shield_information_barrier_segment_member_id},DELETE,delete_shield_information_barrier_segment_members_id,x,w,0,review,
holdout2,box,/shield_information_barrier_segment_restrictions,POST,post_shield_information_barrier_segment_restrictions,x,x,0,review,
holdout2,box,/shield_information_barrier_segments,GET,get_shield_information_barrier_segments,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/shield_information_barrier_segments/{shield_information_barrier_segment_id},GET,get_shield_information_barrier_segments_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/shield_information_barriers,POST,post_shield_information_barriers,x,x,0,review,
holdout2,box,/sign_requests,GET,get_sign_requests,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/sign_requests/{sign_request_id}/cancel,POST,post_sign_requests_id_cancel,x,x,0,review,
holdout2,box,/sign_templates/{template_id},GET,get_sign_templates_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/storage_policies/{storage_policy_id},GET,get_storage_policies_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/storage_policy_assignments/{storage_policy_assignment_id},DELETE,delete_storage_policy_assignments_id,w,w,0,review,
holdout2,box,/task_assignments,POST,post_task_assignments,x,x,0,review,
holdout2,box,/task_assignments/{task_assignment_id},PUT,put_task_assignments_id,w,w,0,review,
holdout2,box,/tasks/{task_id},GET,get_tasks_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/terms_of_service_user_statuses,GET,get_terms_of_service_user_statuses,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/terms_of_services,GET,get_terms_of_services,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/terms_of_services/{terms_of_service_id},PUT,put_terms_of_services_id,w,w,0,review,
holdout2,box,/users/me,GET,get_users_me,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/users/{user_id},GET,get_users_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/users/{user_id}/avatar,GET,get_users_id_avatar,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/users/{user_id}/email_aliases,POST,post_users_id_email_aliases,x,x,0,review,
holdout2,box,/users/{user_id}/memberships,GET,get_users_id_memberships,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/web_links/{web_link_id},GET,get_web_links_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/web_links/{web_link_id}#add_shared_link,PUT,put_web_links_id#add_shared_link,w,w,0,review,
holdout2,box,/web_links/{web_link_id}#update_shared_link,PUT,put_web_links_id#update_shared_link,w,w,0,review,
holdout2,box,/webhooks,GET,get_webhooks,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/webhooks/{webhook_id},GET,get_webhooks_id,r,r,1,assigned,method-prior:GET-locked
holdout2,box,/workflows/{workflow_id}/start,POST,post_workflows_id_start,x,x,0,review,
holdout2,box,/zip_downloads/{zip_download_id}/status,GET,get_zip_downloads_id_status,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/abilities,GET,listAbilities,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/addons/{id},GET,getAddon,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/alert_grouping_settings/{id},GET,getAlertGroupingSetting,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/analytics/metrics/incidents/services,POST,getAnalyticsMetricsIncidentsService,r,r,1.634841628959276,assigned,corpus:get->lower:r:shareGet=0.835;verbtable:get->lower:r:shareR=1.000
holdout2,pagerduty,/analytics/metrics/responders/all,POST,getAnalyticsMetricsRespondersAll,r,r,1.634841628959276,assigned,corpus:get->lower:r:shareGet=0.835;verbtable:get->lower:r:shareR=1.000
holdout2,pagerduty,/analytics/raw/incidents/{id}/responses,GET,getAnalyticsIncidentResponsesById,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/automation_actions/actions,POST,createAutomationAction,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/automation_actions/actions/{id}/services,GET,getAutomationActionsActionServiceAssociations,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/automation_actions/actions/{id}/teams,POST,createAutomationActionTeamAssociation,w,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/automation_actions/runners,GET,getAutomationActionsRunners,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/automation_actions/runners/{id}/teams,GET,getAutomationActionsRunnerTeamAssociations,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/business_services,POST,createBusinessService,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/business_services/priority_thresholds,PUT,putBusinessServicePriorityThresholds,w,w,0,review,
holdout2,pagerduty,/business_services/{id}/account_subscription,POST,createBusinessServiceAccountSubscription,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/change_events,GET,listChangeEvents,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/enrichment/event_enrichments,POST,createEventEnrichment,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/enrichment/event_enrichments/{id},PUT,updateEventEnrichment,w,w,0,review,
holdout2,pagerduty,/enrichment/event_enrichments/{id}/rules,PUT,updateEventEnrichmentRules,w,w,0,review,
holdout2,pagerduty,/enrichment/integrations/servicenow/credentials/{credentials_id},GET,getServiceNowCredentials,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/enrichment/integrations/servicenow/{integration_id}/tables/{table_id},DELETE,deleteServiceNowTable,w,w,0,review,
holdout2,pagerduty,/enrichment/schemas,GET,listEnrichmentSchemas,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/enrichment/schemas/{schema_id}/records,GET,listEnrichmentRecords,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/escalation_policies/{id},DELETE,deleteEscalationPolicy,w,w,0,review,
holdout2,pagerduty,/event_orchestrations,POST,postOrchestration,x,x,0.8,assigned,verbtable:post->raise:shareX=1.000
holdout2,pagerduty,/event_orchestrations/services/{service_id}/cache_variables,GET,listCacheVarOnServiceOrch,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/event_orchestrations/services/{service_id}/cache_variables/{cache_variable_id}/data,DELETE,deleteExternalDataCacheVarDataOnServiceOrch,w,w,0,review,
holdout2,pagerduty,/event_orchestrations/{id},PUT,updateOrchestration,w,w,0,review,
holdout2,pagerduty,/event_orchestrations/{id}/cache_variables/{cache_variable_id},PUT,updateCacheVarOnGlobalOrch,w,w,0,review,
holdout2,pagerduty,/event_orchestrations/{id}/enablements/{feature_name},PUT,updateEventOrchestrationFeatureEnablements,w,w,0,review,
holdout2,pagerduty,/event_orchestrations/{id}/integrations/migration,POST,migrateOrchestrationIntegration,w,x,0,review,
holdout2,pagerduty,/event_orchestrations/{id}/router,PUT,updateOrchPathRouter,w,w,0,review,
holdout2,pagerduty,/extensions,GET,listExtensions,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/extensions/{id}/enable,POST,enableExtension,w,x,0,review,
holdout2,pagerduty,/incident_workflows/triggers,GET,listIncidentWorkflowTriggers,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/incident_workflows/triggers/{id}/services,POST,associateServiceToIncidentWorkflowTrigger,w,x,0.1714285714285714,review,corpus:associate->lower:w:sharePutPatch=0.571
holdout2,pagerduty,/incident_workflows/{id}/instances,POST,createIncidentWorkflowInstance,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/incidents/custom_fields,POST,createCustomFieldsField,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/incidents/custom_fields/{field_id}/field_options,POST,createCustomFieldsFieldOption,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/incidents/types/{type_id_or_name},GET,getIncidentType,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/incidents/types/{type_id_or_name}/custom_fields/{field_id},GET,getIncidentTypeCustomField,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},GET,getIncidentTypeCustomFieldFieldOptions,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/incidents/{id}/alerts,PUT,updateIncidentAlerts,w,w,0,review,
holdout2,pagerduty,/incidents/{id}/custom_fields/values,GET,getIncidentFieldValues,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/incidents/{id}/notes,POST,createIncidentNote,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/incidents/{id}/related_change_events,GET,listIncidentRelatedChangeEvents,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/incidents/{id}/status_updates,POST,createIncidentStatusUpdate,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/ip_allow_lists,POST,createIpAllowList,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/license_allocations,GET,listLicenseAllocations,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/maintenance_windows,GET,listMaintenanceWindows,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/notifications,GET,listNotifications,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/paused_incident_reports/counts,GET,getPausedIncidentReportCounts,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/recommendations/event_orchestrations/services/{service_id}/rules/{recommendation_id}/dismiss,POST,dismissRecommendedRule,w,x,0,review,
holdout2,pagerduty,/rulesets/{id},PUT,updateRuleset,w,w,0,review,
holdout2,pagerduty,/rulesets/{id}/rules/{rule_id},PUT,updateRulesetEventRule,w,w,0,review,
holdout2,pagerduty,/schedules/{id},GET,getSchedule,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/schedules/{id}/overrides/{override_id},DELETE,deleteScheduleOverride,w,w,0,review,
holdout2,pagerduty,/service_dependencies/technical_services/{id},GET,getTechnicalServiceServiceDependencies,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/services/custom_fields/{field_id},DELETE,deleteServiceCustomField,w,w,0,review,
holdout2,pagerduty,/services/custom_fields/{field_id}/field_options/{field_option_id},DELETE,deleteServiceCustomFieldOption,w,w,0,review,
holdout2,pagerduty,/services/{id},PUT,updateService,w,w,0,review,
holdout2,pagerduty,/services/{id}/enablements,GET,listServiceFeatureEnablements,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/services/{id}/rules,GET,listServiceEventRules,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/services/{id}/rules/{rule_id},PUT,updateServiceEventRule,w,w,0,review,
holdout2,pagerduty,/sre_agent/memories/{id},DELETE,deleteSreMemory,w,w,0,review,
holdout2,pagerduty,/standards/{id},PUT,updateStandard,w,w,0,review,
holdout2,pagerduty,/status_dashboards/{id}/service_impacts,GET,getStatusDashboardServiceImpactsById,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/status_pages/{id}/posts,POST,createStatusPagePost,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/status_pages/{id}/posts/{post_id}/post_updates,POST,createStatusPagePostUpdate,x,x,0.8,assigned,verbtable:create->raise:shareX=0.974
holdout2,pagerduty,/status_pages/{id}/posts/{post_id}/postmortem,GET,getPostmortem,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/status_pages/{id}/severities/{severity_id},GET,getStatusPageSeverity,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/status_pages/{id}/subscriptions/{subscription_id},DELETE,deleteStatusPageSubscription,w,w,0,review,
holdout2,pagerduty,/tags/{id},GET,getTag,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/teams/{id},GET,getTeam,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/teams/{id}/members,GET,listTeamUsers,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/teams/{id}/users/{user_id},PUT,updateTeamUser,w,w,0,review,
holdout2,pagerduty,/templates/{id},GET,getTemplate,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/users/me,GET,getCurrentUser,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/users/{id}/contact_methods,GET,getUserContactMethods,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/users/{id}/license,GET,getUserLicense,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/users/{id}/notification_rules/{notification_rule_id},PUT,updateUserNotificationRule,w,w,0,review,
holdout2,pagerduty,/users/{id}/oauth_delegations/{delegation_id},GET,getUserDelegation,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/users/{id}/oncall_handoff_notification_rules/{oncall_handoff_notification_rule_id},PUT,updateUserHandoffNotification,w,w,0,review,
holdout2,pagerduty,/users/{id}/sessions/{type}/{session_id},GET,getUserSession,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/users/{id}/status_update_notification_rules/{status_update_notification_rule_id},PUT,updateUserStatusUpdateNotificationRule,w,w,0,review,
holdout2,pagerduty,/v3/schedules/{id},PUT,updateScheduleV3,w,w,0,review,
holdout2,pagerduty,/v3/schedules/{id}/custom_shifts/{custom_shift_id},GET,getCustomShift,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/v3/schedules/{id}/overrides/{override_id},GET,getOverride,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/v3/schedules/{id}/rotations/{rotation_id},GET,getRotation,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/v3/schedules/{id}/rotations/{rotation_id}/events/{event_id},PUT,updateEvent,w,w,0,review,
holdout2,pagerduty,/webhook_subscriptions/oauth_clients,GET,listOauthClients,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/webhook_subscriptions/{id},DELETE,deleteWebhookSubscription,w,w,0,review,
holdout2,pagerduty,/workflows/integrations,GET,listWorkflowIntegrations,r,r,1,assigned,method-prior:GET-locked
holdout2,pagerduty,/workflows/integrations/{integration_id}/connections/{id},DELETE,deleteWorkflowIntegrationConnection,w,w,0,review,
holdout2,adyen,/applePay/sessions,POST,post-applePay-sessions,x,x,0,review,
holdout2,adyen,/cancels,POST,post-cancels,x,x,0,review,
holdout2,adyen,/cardDetails,POST,post-cardDetails,r,x,0,review,
holdout2,adyen,/donationCampaigns,POST,post-donationCampaigns,r,x,0,review,
holdout2,adyen,/donations,POST,post-donations,x,x,0,review,
holdout2,adyen,/forward,POST,post-forward,x,x,0,review,
holdout2,adyen,/orders,POST,post-orders,x,x,0,review,
holdout2,adyen,/orders/cancel,POST,post-orders-cancel,x,x,0,review,
holdout2,adyen,/originKeys,POST,post-originKeys,r,x,0,review,
holdout2,adyen,/paymentLinks,POST,post-paymentLinks,x,x,0,review,
holdout2,adyen,/paymentLinks/{linkId},GET,get-paymentLinks-linkId,r,r,1,assigned,method-prior:GET-locked
holdout2,adyen,/paymentLinks/{linkId},PATCH,patch-paymentLinks-linkId,w,x,0,review,
holdout2,adyen,/paymentMethods,POST,post-paymentMethods,r,x,0,review,
holdout2,adyen,/paymentMethods/balance,POST,post-paymentMethods-balance,r,x,0,review,
holdout2,adyen,/payments,POST,post-payments,x,x,0,review,
holdout2,adyen,/payments/details,POST,post-payments-details,x,x,0,review,
holdout2,adyen,/payments/{paymentPspReference}/amountUpdates,POST,post-payments-paymentPspReference-amountUpdates,x,x,0,review,
holdout2,adyen,/payments/{paymentPspReference}/cancels,POST,post-payments-paymentPspReference-cancels,x,x,0,review,
holdout2,adyen,/payments/{paymentPspReference}/captures,POST,post-payments-paymentPspReference-captures,x,x,0,review,
holdout2,adyen,/payments/{paymentPspReference}/refunds,POST,post-payments-paymentPspReference-refunds,x,x,0,review,
holdout2,adyen,/payments/{paymentPspReference}/reversals,POST,post-payments-paymentPspReference-reversals,x,x,0,review,
holdout2,adyen,/paypal/updateOrder,POST,post-paypal-updateOrder,x,x,0,review,
holdout2,adyen,/sessions,POST,post-sessions,x,x,0,review,
holdout2,adyen,/sessions/{sessionId},GET,get-sessions-sessionId,r,r,1,assigned,method-prior:GET-locked
holdout2,adyen,/storedPaymentMethods,GET,get-storedPaymentMethods,r,r,1,assigned,method-prior:GET-locked
holdout2,adyen,/storedPaymentMethods,POST,post-storedPaymentMethods,x,x,0,review,
holdout2,adyen,/storedPaymentMethods/{storedPaymentMethodId},DELETE,delete-storedPaymentMethods-storedPaymentMethodId,w,w,0,review,
holdout2,adyen,/validateShopperId,POST,post-validateShopperId,r,x,0,review,
